ampl.tab 1 11
SV	Entropy	TiltedEntropy	CodeLength	AvgAge	PAvgAge	LBAvgAge	UBAvgAge	PShannonAge	CheckOptimal	CheckP	CheckTD
0.03	4.997176718429421	5.4382744508099785	5.006388746697527	5.708251292100419	6.263473053892204	5.437811196396675	5.719737604686477	5.723529411764694	5.708251292100414	0.9999999999999984	1.0000000000000142
0.06	4.997176718429421	5.774373265595309	5.02717906821231	6.701514799445554	7.4029850746268515	6.067136728077709	6.751717707590352	6.757142857142844	6.701514799445543	0.9999999999999984	1.000000000000006
0.09	4.997176718429421	5.963706007683375	5.04510051581481	8.225199056768911	9.287128712871267	7.039378478486249	8.346018417040314	8.354545454545436	8.225199056768917	0.9999999999999984	1.0000000000000007
0.12	4.997176718429421	5.969069272548332	5.045681234550254	10.91162094455692	12.999999999999954	8.739773070719117	11.134358152093448	11.149999999999963	10.911620944556923	0.9999999999999984	1.0000000000000009
0.15	4.997176718429421	5.766429012768023	5.0265316724913	16.914027635790234	23.714285714285523	12.476040302358108	17.26116097206456	17.299999999999898	16.914027635790212	0.9999999999999984	0.9999999999999997
