ampl.tab 1 2
I	p	tilteddistribution
116	5.102829642360221e-09	1.5968863720115087e-07
117	4.930597822817812e-09	1.5461709373877216e-07
118	4.7655715824964606e-09	1.497471808924187e-07
119	4.607392181710815e-09	1.4506925687375174e-07
120	4.455721546022445e-09	1.4057426829362026e-07
121	4.310240916881882e-09	1.3625362961590667e-07
122	4.170649600587707e-09	1.320992566905496e-07
123	4.036663807667195e-09	1.281034712522387e-07
124	3.908015575474926e-09	1.2425905497758572e-07
125	3.784451767432045e-09	1.2055902998330836e-07
126	3.6657331428961746e-09	1.169969816933772e-07
127	3.551633492166436e-09	1.1356676175137553e-07
128	3.441938831594639e-09	1.1026248366412095e-07
129	3.3364466541976142e-09	1.0707855713793934e-07
130	3.234965231550766e-09	1.0400985247938749e-07
131	3.1373129630931684e-09	1.0105086178335635e-07
132	3.0433177692933855e-09	9.819799682232387e-08
133	2.9528165254154654e-09	9.54450107087767e-08
134	2.865654532889305e-09	9.279000926241327e-08
135	2.7816850255308545e-09	9.022708825044353e-08
136	2.700768708078043e-09	8.775270240267497e-08
137	2.6227733247095135e-09	8.536332679872377e-08
138	2.5475732553971404e-09	8.305546615285572e-08
139	2.4750491381116033e-09	8.082578216383513e-08
140	2.4050875150541805e-09	7.867109661761693e-08
141	2.337580501228965e-09	7.65883652339616e-08
142	2.2724254737988754e-09	7.45747642667106e-08
143	2.209524780787354e-09	7.262759662393553e-08
144	2.1487854677963175e-09	7.074387588434097e-08
145	2.090119021510747e-09	6.89215108179612e-08
146	2.03344112885199e-09	6.715804718152442e-08
147	1.9786714507261316e-09	6.545106304727356e-08
148	1.9257334093912855e-09	6.379847392390723e-08
149	1.8745539885390167e-09	6.219807079958034e-08
150	1.825063545250794e-09	6.064839772820313e-08
151	1.7771956330508452e-09	5.9146859804973663e-08
152	1.730886835332649e-09	5.769168654504863e-08
153	1.68607660848768e-09	5.628148963202582e-08
154	1.642707134112548e-09	5.4914588416155314e-08
155	1.6007231797145302e-09	5.3589402979106235e-08
156	1.5600719673759474e-09	5.230430590616097e-08
157	1.5207030498753256e-09	5.105771788778705e-08
158	1.4825681937978736e-09	4.984841922410808e-08
159	1.44562126919987e-09	4.8675038128997635e-08
160	1.4098181454211647e-09	4.753639164918462e-08
161	1.3751165926675105e-09	4.643093382100611e-08
162	1.3414761890098636e-09	4.535790738826342e-08
163	1.3088582324713732e-09	4.431579260758465e-08
164	1.2772256578946982e-09	4.330378003843627e-08
165	1.2465429583025704e-09	4.2320811857771414e-08
166	1.2167761104833626e-09	4.136571781554656e-08
167	1.1878925045509625e-09	4.043774629861619e-08
168	1.1598608772444926e-09	3.953578605100131e-08
169	1.1326512487485611e-09	3.8659082736021466e-08
170	1.1062348628287662e-09	3.7806773004214174e-08
171	1.080584130090311e-09	3.69780728261731e-08
172	1.0556725741797137e-09	3.6172129453948984e-08
173	1.0314747807609844e-09	3.538821037007999e-08
174	1.007966349108192e-09	3.462566784306661e-08
175	9.851238461661924e-10	3.3883747196187796e-08
176	9.629247629404851e-10	3.316160738401556e-08
177	9.413474730857205e-10	3.245872346769615e-08
178	9.203711935703871e-10	3.1774697103687246e-08
179	8.999759473026607e-10	3.110879059735211e-08
180	8.801425276093717e-10	3.046034136579985e-08
181	8.608524644665626e-10	2.9828736988528766e-08
182	8.420879923861846e-10	2.921362384406787e-08
183	8.238320198691766e-10	2.861445974086807e-08
184	8.060681003405013e-10	2.8030721078972497e-08
185	7.887804044866705e-10	2.746188877558195e-08
186	7.719536939209735e-10	2.6908129132951995e-08
187	7.555732961059807e-10	2.6367077389541067e-08
188	7.396250804669772e-10	2.5840495452049262e-08
189	7.240954356338123e-10	2.5327036690268537e-08
190	7.089712477522533e-10	2.4826406837250935e-08
191	6.9423987980928e-10	2.433792625577541e-08
192	6.798891519199287e-10	2.3861691547268708e-08
193	6.659073225262538e-10	2.3397330681350726e-08
194	6.522830704617478e-10	2.2944153688372892e-08
195	6.390054778371882e-10	2.2502077072481493e-08
196	6.26064013706315e-10	2.2070511297183848e-08
197	6.134485184720633e-10	2.1649211425044903e-08
198	6.011491889962243e-10	2.1238403171857176e-08
199	5.891565643774607e-10	2.083721508948372e-08
200	5.774615123645088e-10	2.044573957683074e-08
201	5.660552163731962e-10	2.0063008668328657e-08
202	5.549291630776138e-10	1.968942127509436e-08
203	5.440751305473623e-10	1.9324836827315225e-08
204	5.334851769043049e-10	1.8968495893509702e-08
205	5.231516294736684e-10	1.8620442573991423e-08
206	5.130670744056714e-10	1.8280429838007126e-08
207	5.03224346745114e-10	1.7948188313022654e-08
208	4.936165209275461e-10	1.7623745932379296e-08
209	4.842369016817521e-10	1.7306090784625977e-08
210	4.750790153193445e-10	1.6996172781327557e-08
211	4.661366013932429e-10	1.669300460506728e-08
212	4.574036047077713e-10	1.639678392785268e-08
213	4.488741676639755e-10	1.6106915020562564e-08
214	4.405426229246065e-10	1.582355325460592e-08
215	4.324034863840108e-10	1.5546458778780842e-08
216	4.244514504289022e-10	1.527559827731063e-08
217	4.1668137747671035e-10	1.5011145748000976e-08
218	4.090882937788548e-10	1.4751226444386125e-08
219	4.016673834769363e-10	1.4497607457802171e-08
220	3.944139829004226e-10	1.4249391446619242e-08
221	3.8732357509497813e-10	1.4006432627841616e-08
222	3.8039178457111803e-10	1.3768823443539248e-08
223	3.736143722633752e-10	1.3536310055815275e-08
224	3.669872306906403e-10	1.330868769683034e-08
225	3.6050637930879866e-10	1.3085747698645197e-08
226	3.541679600472091e-10	1.2867824421367033e-08
227	3.47968233020981e-10	1.2654056246480582e-08
228	3.4190357241138757e-10	1.2444909043000045e-08
229	3.3597046250712577e-10	1.2240093562562016e-08
230	3.3016549389946944e-10	1.2039525728340721e-08
231	3.244853598247007e-10	1.1843079116102736e-08
232	3.189268526475138e-10	1.1650648269561479e-08
233	3.134868604793751e-10	1.1462070056879916e-08
234	3.081623639261133e-10	1.1277526259799328e-08
235	3.0295043295927393e-10	1.1096500704350758e-08
236	2.978482239060288e-10	1.091926801422848e-08
237	2.9285297655266634e-10	1.0745586905412749e-08
238	2.879620113569259e-10	1.0575306726645574e-08
239	2.8317272676464447e-10	1.0408401060019135e-08
240	2.784825966264028e-10	1.0244844639384389e-08
241	2.73889167710042e-10	1.0084501878611396e-08
242	2.6939005730511763e-10	9.92728811186502e-09
243	2.6498295091552873e-10	9.773178182056269e-09
244	2.6066560003673166e-10	9.621932992494215e-09
245	2.5643582001410683e-10	9.47389947479312e-09
246	2.522914879791997e-10	9.328683041885745e-09
247	2.4823054086070284e-10	9.186075416859224e-09
248	2.442509734671829e-10	9.046295071447573e-09
249	2.403508366386888e-10	8.909186072144617e-09
250	2.365282354645028e-10	8.77469559506568e-09
251	2.3278132756441415e-10	8.64274525941626e-09
252	2.2910832143101092e-10	8.51329012813215e-09
253	2.2550747483059165e-10	8.386266626190107e-09
254	2.2197709326040226e-10	8.261637147339823e-09
255	2.1851552846000324e-10	8.139314592153468e-09
256	2.1512117697466493e-10	8.01927476987374e-09
