ampl.tab 1 2
I	p	tilteddistribution
177	1.945071220472947e-05	8.958603252648161e-05
178	1.9232778773575604e-05	8.867685247544874e-05
179	1.9018487645890248e-05	8.778103925019495e-05
180	1.880775810685091e-05	8.689872810455643e-05
181	1.8600511665149704e-05	8.602985628056745e-05
182	1.8396671979892813e-05	8.517460807360252e-05
183	1.8196164790288437e-05	8.433311427392238e-05
184	1.7998917848002405e-05	8.350193613909536e-05
185	1.7804860852066312e-05	8.268578770825282e-05
186	1.7613925386228744e-05	8.18811501929021e-05
187	1.7426044858645355e-05	8.108812706856969e-05
188	1.724115444380855e-05	8.03072250607602e-05
189	1.705919102662214e-05	7.953787104310423e-05
190	1.688009314853101e-05	7.87796405439883e-05
191	1.67038009556199e-05	7.803256376066586e-05
192	1.653025614859943e-05	7.729628246325924e-05
193	1.635940193460145e-05	7.657113727075368e-05
194	1.6191182980709145e-05	7.585648337973946e-05
195	1.602554536915107e-05	7.51511474796853e-05
196	1.5862436554091245e-05	7.445601999354247e-05
197	1.5701805319950768e-05	7.377180699134569e-05
198	1.5543601741199102e-05	7.30957323571245e-05
199	1.538777714355621e-05	7.242944475480163e-05
200	1.5234284066549238e-05	7.177282375598269e-05
201	1.5083076227369854e-05	7.112652792247765e-05
202	1.493410848598102e-05	7.048715617516041e-05
203	1.478733681142395e-05	6.98575729055149e-05
204	1.464271824927839e-05	6.923806378595733e-05
205	1.450021089023128e-05	6.862428577980191e-05
206	1.4359773839710844e-05	6.80198737564148e-05
207	1.422136718854511e-05	6.742489146435443e-05
208	1.4084951984605436e-05	6.683671388739844e-05
209	1.3950490205397528e-05	6.625597534333909e-05
210	1.3817944731563936e-05	6.568353134716871e-05
211	1.368727932126344e-05	6.511893491828143e-05
212	1.3558458585394478e-05	6.456113249075401e-05
213	1.3431447963630883e-05	6.401122512242219e-05
214	1.3306213701239616e-05	6.346920391027008e-05
215	1.3182722826651583e-05	6.29322640944773e-05
216	1.3060943129757575e-05	6.240316201547454e-05
217	1.2940843140902747e-05	6.188153746269951e-05
218	1.2822392110554025e-05	6.136585616793163e-05
219	1.2705559989615925e-05	6.085747025790405e-05
220	1.259031741037127e-05	6.035473848131605e-05
221	1.2476635668024193e-05	5.98587761209562e-05
222	1.2364486702823826e-05	5.93677543189499e-05
223	1.2253843082747882e-05	5.888509675813174e-05
224	1.2144677986726112e-05	5.840763915775615e-05
225	1.2036965188384582e-05	5.793577110071709e-05
226	1.1930679040292299e-05	5.7470587362201645e-05
227	1.1825794458692573e-05	5.701050036880078e-05
228	1.172228690870209e-05	5.655620435563109e-05
229	1.1620132389961468e-05	5.61075528932502e-05
230	1.151930742272154e-05	5.566408481118502e-05
231	1.1419789034350358e-05	5.522611647308883e-05
232	1.132155474624646e-05	5.479345879820353e-05
233	1.1224582561144421e-05	5.436581353589142e-05
234	1.1128850950799358e-05	5.394286357395577e-05
235	1.1034338844037474e-05	5.352593200619304e-05
236	1.0941025615160327e-05	5.3113729930036645e-05
237	1.0848891072690796e-05	5.2706214863521885e-05
238	1.0757915448449429e-05	5.2303299717429935e-05
239	1.0668079386949973e-05	5.190542663502287e-05
240	1.0579363935103636e-05	5.151108372058165e-05
241	1.0491750532221716e-05	5.1123592464122445e-05
242	1.0405221000306837e-05	5.073948449172273e-05
243	1.031975753462327e-05	5.03587666340613e-05
244	1.0235342694537247e-05	4.998367072898892e-05
245	1.0151959394618401e-05	4.961266486883553e-05
246	1.0069590895993944e-05	4.9245077365961314e-05
247	9.988220797947344e-06	4.888198298828586e-05
248	9.907833029753664e-06	4.852343751801762e-05
249	9.828411842743978e-06	4.8169088594014245e-05
250	9.74994180259151e-06	4.781881912286805e-05
251	9.672407781812503e-06	4.747170899120788e-05
252	9.595794952474953e-06	4.7129020287702943e-05
253	9.520088779108709e-06	4.678990151617824e-05
254	9.445275011810549e-06	4.645441207931955e-05
255	9.371339679538168e-06	4.612295132871463e-05
256	9.29826908358718e-06	4.579476175061414e-05
