ampl.tab 1 2
I	p	tilteddistribution
1	0.1632827683729929	0.1080250534815038
2	0.08164138418649645	0.06138822557934846
3	0.0544275894576643	0.04385210157800783
4	0.04082069209324823	0.03446240630391458
5	0.03265655367459858	0.028552239307760033
6	0.02721379472883215	0.02446522661317877
7	0.023326109767570415	0.021458984825672926
8	0.020410346046624114	0.01914849546751008
9	0.018142529819221435	0.01731327731597773
10	0.01632827683729929	0.015817789480201478
11	0.014843888033908448	0.014574060744589381
12	0.013606897364416075	0.013522379561983027
13	0.012560212951768688	0.012620675396801158
14	0.011663054883785207	0.011838432040924834
15	0.01088551789153286	0.01115295274570756
16	0.010205173023312057	0.010547003932414969
17	0.009604868727823113	0.010007252102786975
18	0.009071264909610717	0.009523207460008731
19	0.008593829914368047	0.009086503325876526
20	0.008164138418649646	0.008690382155496078
21	0.0077753699225234715	0.008329325167050964
22	0.007421944016954224	0.007998780822157901
23	0.007099250798825779	0.0076949620012185084
24	0.006803448682208038	0.007414691609204349
25	0.006531310734919717	0.007155283341765094
26	0.006280106475884344	0.006914448927263176
27	0.0060475099397404785	0.006690225749460533
28	0.005831527441892604	0.006480920161592221
29	0.005630440288723893	0.006285062378318706
30	0.00544275894576643	0.006101371632555944
31	0.0052671860765481585	0.005928726310076149
32	0.005102586511656028	0.005766139617258791
33	0.004947962677969483	0.005612739634520869
34	0.004802434363911557	0.005467752521523828
35	0.0046652219535140834	0.005330488505983745
36	0.004535632454805359	0.00520034780745088
37	0.0044130477938646735	0.005076777195954389
38	0.004296914957184024	0.004959256943321444
39	0.004186737650589562	0.00484736007856234
40	0.004082069209324823	0.004740690096491817
41	0.003982506545682754	0.004638881134370571
42	0.0038876849612617358	0.0045416019771161
43	0.0037972736830928586	0.004448550198077698
44	0.003710972008477112	0.004359450119399013
45	0.003628505963844287	0.004274050036922504
46	0.0035496253994128893	0.004192119582108327
47	0.00347410145474453	0.0041134474179831005
48	0.003401724341104019	0.00403783948397242
49	0.0033323013953672023	0.003965117833953029
50	0.0032656553674598587	0.0038951172656407737
51	0.003201622909274371	0.0038276703775681335
52	0.003140053237942172	0.0037626657483893636
53	0.0030808069504338286	0.0036999432636652873
54	0.0030237549698702393	0.0036393990646512776
55	0.0029687776067816893	0.0035809194133441845
56	0.002915763720946302	0.0035243959480714066
57	0.002864609971456016	0.0034697278799505184
58	0.0028152201443619467	0.0034168225037579936
59	0.0027675045486947954	0.003365594244651944
60	0.002721379472883215	0.003315964589205621
61	0.002676766694639228	0.0032678580578384482
62	0.0026335930382740793	0.00322120430191575
63	0.002591789974174491	0.0031759372830218596
64	0.002551293255828014	0.0031319949603852214
65	0.002512042590353737	0.003089319023212492
66	0.0024739813389847414	0.0030478546075360154
67	0.0024370562443730287	0.0030075500032465535
68	0.0024012171819557783	0.002968356380713702
69	0.0023664169329419265	0.0029302275669647626
70	0.0023326109767570417	0.0028931198768053514
71	0.002299757301028069	0.0028569919782074705
72	0.0022678162274026793	0.002821804765646522
73	0.0022367502516848345	0.002787521227836114
74	0.0022065238969323367	0.002754106311071309
75	0.0021771035783065724	0.0027215267856252764
76	0.002148457478592012	0.0026897511212489933
