ampl.tab 1 11
SV	Entropy	TiltedEntropy	CodeLength	AvgAge	PAvgAge	LBAvgAge	UBAvgAge	PShannonAge	CheckOptimal	CheckP	CheckTD
0.04	4.168691969198232	4.800937517982011	4.185398496747739	4.987717355212687	5.595098039215671	4.585804344195573	5.009808416419819	5.595098039215671	4.9877173552127045	1.0000000000000009	0.9999999999999936
0.08	4.168691969198232	5.233031387832024	4.2175435620381565	6.177826429454008	7.059740259740282	5.2116250038315375	6.271789794541787	7.169620253164533	6.177826429454018	1.0000000000000009	0.9999999999999978
0.12	4.168691969198232	5.395667059401203	4.234624586228531	8.15815044154595	9.724528301886838	6.255065226174565	8.375910375262666	10.037499999999955	8.158150441545958	1.0000000000000009	1.0000000000000004
0.16	4.168691969198232	5.247539970148335	4.218949391812964	12.205809494249252	16.80000000000014	8.34346871460949	12.587222788539178	16.903030303030164	12.205809494249241	1.0000000000000009	0.9999999999999996
0.2	4.168691969198232	4.807849015254087	4.185772535597671	24.686086445337423	55.34999999999827	14.620890245989422	25.245783916629033	55.34999999999827	24.686086445337278	1.0000000000000009	0.9999999999999998
